	日期	事件标题	区域	消费品名称	涉及的消费品数量	伤害事件	消费品一级类别	消费品二级类别	链接	伤害类型	严重程度	消费品危害类型	消费品一级危害类型	消费品二级危害类型	消费者年龄	消费者受教育程度	消费者职业	健康状况	消费品问题部件	尺寸	绳索及类似物	不透气	填充物	锐利边缘	部件空隙或开口	尖角	光滑表面	粗糙表面	小零件	昼夜	温度	湿度	海拔	稳定性	腐蚀性	速度	腐蚀物	坎坷	爬坡	下坡	地面摩擦	斜坡	楼梯	灰尘	静电	辐射	警示标识缺失	高温表面	高温液体	高温气体	低温表面	低温液体	低温气体	明火	[高低]电压	过热	漏电	短路	接触不良	铁芯发热	散热不良	稳定性噪音危害	变动性噪音危害	脉冲性噪音危害	爆炸性气体	爆炸性粉尘	爆炸性喷雾	聚合爆炸	蒸发爆炸	液体混合爆炸	爆炸性化合物	固体爆炸性物质	爆炸性气体	旋转部件牵扯	飞行物体撞击	移动部件挤压	机械稳定性	机械强度	弹性组件失控	压力空间失控	热辐射危害	激光辐射	紫外线辐射	X光线辐射	高频电磁辐射	低频电磁辐射	甲醛	乙醛	丙烯醛	其它有毒醛类	蒽类化合物	菲类化合物	芘类化合物	其它有毒芳香稠环类化合物类	N-杂环化合物	S-杂环化合物	O-杂环化合物	其它有毒杂环类化合物	有机氟化物	有机氯化物	有机溴化物	其它有毒有机氯化物	一氧化氮	一氧化碳	氯气	臭氧	氯化氢	硫化氢	其它有毒气体	砷	镉	铬	铜	汞	镍	铅	其它有毒重金属及其化合物	硫酸	盐酸	氢氧化钠	其它有毒酸碱类物	氢氰酸	氰化钾	氰化氢	其它无机氰化物	尘螨	蛔虫卵	绦虫卵	其它寄生虫危害	甲肝病毒	甲型流感病毒	轮状病毒	禽流感病毒	其它原生微生物危害	皮肤癣真菌	着色真菌	孢子丝菌	新生隐球菌	假丝酵母菌	曲霉	毛霉	卡氏肺孢菌	其它真核细胞微生物危害	大肠杆菌	沙门氏菌	副溶血性弧菌	金黄色葡萄球菌	腊样芽孢肝菌	其它原核细胞微生物危害
252	2016/3/31	空	中国	无限循坏桌面玩具	1	圆形塑料珠可能会破裂，造成窒息的危险。	儿童用品	空	空	窒息	3	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
253	2016/3/31	空	中国	桌面玩具	1	圆形塑料珠可能会破裂，造成窒息的危险。	儿童用品	空	空	窒息	3	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
254	2016/3/31	空	中国	风扇加热器	1	风扇加热器过热,可能会造成火灾危险。	家用电器及电器附件	空	空	空	0	物理危害	高低温物质危害电气危害	高温物质危害触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	是	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
255	2016/4/1	空	中国	化装服装	1	颈部区域的绳子会成为儿童各种活动中的羁绊，可能形成绳圈，导致儿童勒毙。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
256	2016/4/1	空	中国	毛绒玩具	1	树干状的毛绒玩具的内衬材料会损坏，并且很容易被拉出来，使得内部填充材料可被接触。儿童可能将其放入嘴里，造成哽咽。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
257	2016/4/1	空	中国	奇异服装	1	颈部区域的绳子会成为儿童各种活动中的羁绊，可能形成绳圈，导致儿童勒毙。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
258	2016/4/1	空	中国	奇异服装	1	颈部区域的绳子会成为儿童各种活动中的羁绊，可能形成绳圈，导致儿童勒毙。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
259	2016/4/1	空	中国	塑料娃娃套装	1	娃娃头部的塑料材料中含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重10.4%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。	儿童用品	空	空	空	0	空	无机毒物危害	有毒酸碱类危害	空	空	空	空	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
260	2016/4/1	空	中国	折叠式婴儿车	1	座椅靠背顶部的间隔，以及车篷外框与车架之间的空间过宽，儿童的手指或者手可能被活动部件夹住，造成损伤。另外，折叠式婴儿车的结构不够牢固，若婴儿车损坏，儿童可能摔出婴儿车。	儿童用品	空	空	空	0	空	机械危害	潜在能量危害	空	空	空	4	车架,座椅靠背	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
261	2016/4/1	空	中国	台灯	1	电源的变压器的绝缘性不足，带电部件可能被接触，导致电击。	家具及建筑装饰装修材料	空	空	空	0	空	电气危害	触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
262	2016/4/1	空	中国	空	1	该产品不防潮湿，却建议户外使用。	家具及建筑装饰装修材料	空	空	空	0	空	电气危害	触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
263	2016/4/1	空	中国	电动落地扇	1	扇叶片没有被网罩充分保护起来。手指可能夹在网罩格栅和旋转的扇叶之间，造成割伤。	家用电器及电器附件	空	空	空	0	空	机械危害	动能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
264	2016/4/1	空	中国	电动灭蚊器	1	产品缺少适当的保护装置，以防止意外接触到带电部件，消费者可能手指触碰到高压电网，受到电击。	家用电器及电器附件	空	空	空	0	空	电气危害	触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
265	2016/4/1	空	中国	电动灭蚊器	1	产品缺少适当的保护装置，以防止意外接触到带电部件，消费者可能手指触碰到高压电网，受到电击。	家用电器及电器附件	空	空	空	0	空	电气危害	触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
266	2016/4/1	空	中国	加热手套	1	手套的电池充电器绝缘不足，带电部件可能被接触，造成电击。	家用电器及电器附件	空	空	空	0	空	电气危害	触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	电池	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
267	2016/4/1	空	中国	装饰性火炉	1	产品构造不安全。当放置或移动玻璃柱时，装饰用的石头会移动，并且如果石头太靠近生物乙醇罐，灭火器可能无法正确使用。此外，玻璃柱会迅速变得非常烫，可能会造成烫伤。最后，最大填充标记线模糊不清，可能导致过度填充。	其他 	空	空	烫伤	2	物理危害	高低温物质危害高/低温物质危害	高低温物质危害高温物质危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	有	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
268	2016/4/1	空	中国	带游戏人物塑像的钥匙环	1	产品上有一个容易脱落的钥匙环和轴，可能会被儿童放入口中，导致哽咽。	日用杂品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
269	2016/4/1	空	中国	弹力行李网罩	1	挂钩装置在绷紧的情况下会伸直松开，致使松紧带回弹击中使用者，或使已固定的货物跌落，造成伤害和事故。	日用杂品	空	空	空	0	空	机械危害	潜在能量危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
270	2016/4/1	空	中国	弹性行李带	1	挂钩装置在绷紧的情况下会伸直松开，致使松紧带回弹击中使用者，或使已固定的货物跌落，造成伤害和事故。	日用杂品	空	空	空	0	空	机械危害	潜在能量危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
271	2016/4/1	空	中国	弹性行李带	1	挂钩装置在绷紧的情况下会伸直松开，致使松紧带回弹击中使用者，或使已固定的货物跌落，造成伤害和事故。	日用杂品	空	空	空	0	空	机械危害	潜在能量危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
272	2016/4/6	空	中国	蝙蝠斗篷	1	产品使用过程中，颈部魔术贴不易取下，易造成儿童勒颈的危险。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
273	2016/4/6	空	中国	铝合金（6杯容量）意式咖啡壶	1	在一定加热条件下，可能导致把手熔化并导致灼伤。	食品相关产品	空	空	烧伤	2	空	高低温物质危害	高温物质危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
274	2016/4/7	空	中国	蝙蝠状披风	1	披风的颈部扣件在使用过程中不易解开，对儿童存在勒颈和受伤的危险。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
275	2016/4/8	空	中国	布娃娃	1	电池盖很容易拆卸，儿童可能接触到纽扣电池并将其误吞，损伤胃肠道或引起哽咽。此外，由于某些接缝的缺陷，该玩具的纤维填充材料很容易被接触到。如果填充材料被儿童放入口中，可能会造成哽咽。	儿童用品	空	空	空	0	空	无机毒物危害	有毒重金属及其化合物危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	电池	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
276	2016/4/8	空	中国	化装服装	1	服装颈部区域带有自由端的绳子可能会成为儿童各种活动中的羁绊，可能形成绳圈，导致儿童勒毙。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
277	2016/4/8	空	中国	化装服装	1	颈部区域带有自由端的绳子会成为儿童各种活动中的羁绊，可能形成绳圈，导致儿童勒毙。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
278	2016/4/8	空	中国	化装面具	1	面具的鼻子部分含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重55%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。	儿童用品	空	空	空	0	空	无机毒物危害	有毒酸碱类危害	空	空	空	空	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
279	2016/4/8	空	中国	化装舞会服装	1	颈部区域带有自由端的绳子会成为儿童各种活动中的羁绊，可能形成绳圈，导致儿童勒毙。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
280	2016/4/8	空	中国	化装舞会服装	1	颈部区域的绳子会成为儿童各种活动中的羁绊，导致儿童勒毙。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
281	2016/4/8	空	中国	化装舞会服装	1	颈部区域的绳子会成为儿童各种活动中的羁绊，导致儿童勒毙。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
282	2016/4/8	空	中国	化装舞会服装	1	颈部区域的绳子会成为儿童各种活动中的羁绊，导致儿童勒毙。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
283	2016/4/8	空	中国	女童服装套装	1	颈部区域的绳子会成为儿童各种活动中的羁绊，导致儿童勒毙。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
284	2016/4/8	空	中国	塑料娃娃	1	娃娃的塑料材料中含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重1.17%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成可能损害。	儿童用品	空	空	空	0	空	无机毒物危害	有毒酸碱类危害	空	空	空	空	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
285	2016/4/8	空	中国	塑料娃娃	1	娃娃头部的塑料材料中含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重40%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。	儿童用品	空	空	空	0	空	无机毒物危害	有毒酸碱类危害	空	空	空	空	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
